bus,id,min generation,max generation,linear cost coefficient
6088,1,21.81,100,33.001
6089,1,11.16,100,22.4983
6090,1,20.05,100,31.6187
6091,1,20.05,100,37.9077
6092,1,25.79,100,26.2889
6093,1,17.87,100,46.4331
6096,1,25.29,100,52.0644
6097,1,11.16,100,13.5336
6098,1,11.16,100,34.297
6103,1,200,800,30.1331
6107,1,25.35,100,28.2694
6121,1,56.85,200,40.3382
6123,1,24.72,100,29.7472
6130,1,3.33,100,52.5402
6132,1,10,100,39.4882
6135,1,11.76,100,19.5128
6138,1,400,1400,50.0483
6139,1,400,1400,37.9503
6140,1,400,1400,6.99043
6141,1,600,1900,32.3486
6155,1,20.87,100,15.8707
6156,1,20.98,100,35.8203
6161,1,43.23,200,21.6352
6162,1,43.23,200,38.8747
6163,1,2.91,100,23.2334
6167,1,13.83,100,31.611
6171,1,8.2,100,25.9283
6192,1,11.7,100,38.1389
6193,1,100,600,30.5783
6194,1,100,600,16.471
6195,1,16.94,100,25.1374
6199,1,18.6,100,40.1411
6200,1,5.13,100,45.1706
6201,1,400,1400,27.1185
6202,1,400,1400,33.0259
6203,1,400,1400,26.1339
6204,1,400,1400,24.8526
6208,1,400,1400,14.4666
6210,1,24.02,100,59.1766
6212,1,100,400,24.8634
6213,1,27.46,100,39.8383
6215,1,44.82,200,23.3309
6218,1,27.46,100,30.5675
6219,1,22.26,100,17.2473
6220,1,44.82,200,32.0798
6225,1,25.86,100,40.3362
6226,1,200,800,33.3435
6227,1,200,800,26.184
6254,1,400,1300,54.1877
6262,1,100,500,36.5169
6272,1,-0.2,100,31.1494
6276,1,100,600,24.6281
6277,1,100,600,29.7752
6278,1,20.86,100,37.8938
6279,1,100,600,22.2467
6280,1,100,600,55.4165
6291,1,23.83,100,25.4489
6296,1,33.22,100,43.7032
6298,1,19.79,100,51.343
6299,1,19.79,100,40.2503
6305,1,66.67,300,24.719
6314,1,1.67,100,36.7707
6317,1,200,700,22.3613
6325,1,14.73,100,34.7396
6326,1,14.73,100,14.2465
6327,1,14.73,100,31.0697
6328,1,14.73,100,34.2163
6329,1,14.73,100,32.9513
6331,1,66.45,200,55.0877
6335,1,22.69,100,23.7935
6336,1,22.69,100,38.9751
6337,1,22.69,100,25.9885
6341,1,23.67,100,40.051
6346,1,19.93,100,36.8764
6347,1,0.01,100,15.3235
6351,1,100,600,14.4909
6352,1,100,600,32.2656
6353,1,100,500,32.0104
6354,1,100,500,40.1605
6357,1,100,500,53.6602
6358,1,100,500,22.7952
6359,1,12.21,100,9.77202
6360,1,100,500,19.323
6361,1,100,500,53.9557
6363,1,37.57,200,33.2105
6368,1,400,1300,23.6523
6369,1,100,600,22.8056
6370,1,100,600,34.9557
6371,1,100,600,27.6101
6372,1,100,600,11.6542
6383,1,24.67,100,24.1629
6391,1,55.07,200,28.7669
6398,1,21.76,100,22.3533
6401,1,22.81,100,14.6202
6402,1,22.81,100,30.47
6404,1,22.81,100,36.3832
6405,1,23.7,100,16.7663
6406,1,100,500,38.8516
6407,1,22.81,100,42.7389
6408,1,23.7,100,19.2096
6409,1,200,800,24.3445
6417,1,200,700,30.7046
6418,1,200,700,40.6498
6420,1,30.86,100,18.6839
6421,1,29.35,100,37.7607
6422,1,200,700,28.0624
6429,1,8.86,100,2.30952
6431,1,14,100,46.1481
6436,1,200,800,6.92632
6440,1,10.56,100,34.1885
6451,1,16.97,100,17.9273
6452,1,16.93,100,57.4534
6454,1,31.13,100,15.7364
6455,1,26.77,100,34.3137
6456,1,26.77,100,31.9153
6465,1,23.24,100,21.122
6471,1,38.45,200,19.7765
6476,1,100,600,26.1591
6477,1,13.75,100,29.7867
6487,1,24.82,100,41.1068
6491,1,92.53,300,26.0889
6498,1,40.05,200,31.6915
6500,1,100,600,36.6375
6507,1,20.85,100,26.6214
6527,1,100,500,4.61646
6539,1,11.19,100,49.1318
6541,1,26.59,100,46.5291
6542,1,26.59,100,41.0358
6543,1,26.59,100,34.0083
6544,1,62.43,200,31.1047
6545,1,16.66,100,27.4617
6547,1,62.43,200,34.6114
6548,1,62.43,200,36.9267
6557,1,31.96,100,31.1812
6563,1,20.87,100,32.4668
6566,1,23.1,100,36.5172
6567,1,23.1,100,19.2013
6584,1,100,400,30.2863
6585,1,76,300,24.6303
6593,1,25.51,100,34.6871
6601,1,100,400,24.8022
6602,1,24.72,100,45.9838
6606,1,58.71,200,25.7191
6607,1,58.71,200,25.5742
6608,1,58.71,200,46.312
6609,1,58.71,200,35.2598
6610,1,58.71,200,49.5158
6611,1,58.71,200,47.8661
6612,1,58.71,200,1.31814
6616,1,92.53,300,18.3647
6620,1,200,700,20.9769
6621,1,15.77,100,32.9265
6622,1,35.09,200,40.6887
6623,1,20.45,100,37.0384
6624,1,20.45,100,18.8815
6628,1,200,700,31.2442
6630,1,20.45,100,38.2348
6631,1,25.68,100,29.1366
6639,1,15.9,100,31.916
6640,1,15.9,100,26.0123
6641,1,15.9,100,27.3803
6642,1,15.9,100,28.4986
6649,1,5.47,100,44.9946
6650,1,64.02,200,26.6783
6651,1,49.85,200,53.5132
6654,1,30.19,100,25.4558
6663,1,60.78,200,32.0066
6667,1,100,500,21.3267
6670,1,24.51,100,27.0751
6680,1,36.83,200,36.5646
6686,1,16.96,100,13.8772
6689,1,32.89,100,29.1393
6690,1,32.89,100,26.8819
6691,1,32.89,100,16.9576
6693,1,33.56,200,56.7498
6697,1,33.56,200,21.786
6709,1,10.75,100,53.3149
6713,1,38.36,200,36.8998
6717,1,1.33,100,39.4029
6719,1,45.93,200,9.19122
6721,1,45.93,200,42.3445
6726,1,21.37,100,33.39
6729,1,200,700,13.3863
6731,1,14.97,100,16.208
6734,1,100,500,19.7977
6747,1,100,400,44.0768
6749,1,22.45,100,20.6134
6754,1,100,500,23.5944
6757,1,22.56,100,25.8331
6758,1,22.56,100,23.8273
6759,1,22.56,100,31.6072
6760,1,22.56,100,31.8124
6761,1,22.56,100,49.8571
6762,1,22.56,100,25.4004
6763,1,22.56,100,40.9796
6764,1,57.73,200,28.5036
6765,1,63.57,200,49.153
6769,1,14.02,100,26.0125
6773,1,30.92,100,48.3183
6774,1,22.41,100,33.2901
6780,1,25.86,100,26.2892
6784,1,5.6,100,39.0747
6785,1,22.41,100,33.2427
6789,1,22.41,100,42.5537
6792,1,15.42,100,35.3527
6793,1,15.42,100,20.2402
6794,1,14.13,100,40.9228
6795,1,14.13,100,39.5436
6797,1,23.24,100,24.5958
6798,1,23.24,100,32.2835
6799,1,23.34,100,32.4761
6801,1,13.85,100,4.18511
6802,1,13.85,100,26.9443
6806,1,27.86,100,29.732
6807,1,27.86,100,44.9269
6808,1,27.86,100,59.6257
6814,1,27.86,100,45.3911
6815,1,27.86,100,27.2341
6820,1,23.67,100,24.5211
6822,1,100,500,24.999
6836,1,100,500,36.8385
6842,1,14.02,100,19.9591
6846,1,15.67,100,29.3222
6847,1,16.72,100,44.2352
6861,1,10.85,100,27.723
6862,1,57.74,200,54.8208
6864,1,1.67,100,28.7133
6865,1,16.56,100,34.197
6870,1,63.35,200,26.9353
6871,1,100,400,17.1198
6875,1,63.34,200,41.8498
6876,1,63.34,200,33.5127
6877,1,63.34,200,35.7707
6879,1,500,1800,27.3462
6880,1,500,1800,7.62316
6885,1,54.97,200,46.7047
6886,1,37.29,200,44.5512
6903,1,100,500,37.392
6909,1,200,700,16.7987
6910,1,200,700,27.1451
6912,1,66.94,300,48.5026
6918,1,100,500,33.4323
6930,1,56.08,200,32.0914
6931,1,56.08,200,26.4696
6939,1,7,100,27.2345
6942,1,3.47,100,24.9795
6944,1,25.61,100,35.6156
6948,1,15.73,100,41.0724
6952,1,5.47,100,35.3765
6963,1,25.03,100,14.8174
6967,1,25.61,100,24.0018
6969,1,25.61,100,26.3453
6976,1,20.8,100,23.0739
6985,1,51.87,200,35.6696
6987,1,51.87,200,23.5709
6990,1,16.43,100,49.7047
6992,1,21.47,100,30.932
6994,1,3.87,100,41.7071
6996,1,100,500,30.8459
6998,1,55.85,200,47.0058
7005,1,200,800,40.322
7009,1,10.13,100,26.4231
7020,1,52.47,200,41.3921
7028,1,25.35,100,32.3788
7031,1,16.19,100,44.9548
7045,1,100,600,20.5132
7052,1,15.47,100,12.4322
7055,1,58.97,200,42.4831
7056,1,21.31,100,15.7726
7057,1,23.83,100,19.8528
7063,1,400,1300,22.3525
7064,1,22.87,100,33.8247
7066,1,4.35,100,18.2275
7068,1,10.73,100,31.7919
7070,1,3.04,100,35.7109
7071,1,200,700,31.7934
7072,1,100,600,23.3772
7073,1,100,400,38.7875
7075,1,16.59,100,21.8187
7079,1,36.03,200,12.4426
7080,1,15.77,100,32.0716
7081,1,15.77,100,13.6097
7082,1,15.77,100,18.5019
7083,1,15.77,100,39.902
7084,1,15.97,100,38.5228
7085,1,15.77,100,50.2665
7087,1,15.97,100,43.2869
7105,1,25.86,100,32.0848
7110,1,60.94,200,25.4915
7111,1,100,400,17.0735
7113,1,100,500,31.9999
7114,1,32.07,100,12.6434
7115,1,23.83,100,19.8629
7116,1,24.51,100,120.371
7122,1,37.5,200,15.6699
7133,1,30.36,100,15.318
7137,1,100,400,24.8006
7139,1,11.87,100,24.0579
7142,1,58.23,200,50.8975
7143,1,5.83,100,20.1735
7146,1,29.93,100,28.2584
7148,1,57.5,200,28.4514
7149,1,56.67,200,14.7876
7156,1,25.45,100,53.601
7159,1,8.67,100,31.9826
7163,1,21.5,100,40.6282
7164,1,23.31,100,33.717
7168,1,24.02,100,30.8222
7170,1,74.67,300,27.5333
7173,1,58.88,200,34.4835
7178,1,20.16,100,56.0212
7179,1,63.52,200,25.9885
7183,1,31.57,100,28.289
7186,1,4.25,100,50.5219
7200,1,31.57,100,25.7017
7213,1,8.4,100,42.6258
7228,1,21.62,100,30.2278
7233,1,100,500,24.7555
7236,1,15.94,100,26.2659
7240,1,23.53,100,32.1816
7242,1,21.28,100,30.462
7243,1,4.25,100,29.4356
7249,1,18.99,100,25.105
7250,1,13.21,100,28.4819
7252,1,400,1300,8.10908
7257,1,16.67,100,27.8433
7261,1,1.67,100,23.5988
7262,1,67.26,300,37.0033
7267,1,4.35,100,18.0401
7282,1,4.64,100,43.4672
7289,1,58.23,200,34.1581
7291,1,16.25,100,47.0178
7297,1,51.5,200,51.2913
7304,1,37.5,200,49.3725
7317,1,24.28,100,21.6093
7327,1,100,400,24.4529
7329,1,25.33,100,34.3792
7333,1,58.59,200,35.6265
7334,1,100,500,31.7174
7338,1,200,700,19.8192
7340,1,100,400,22.8791
7342,1,13.96,100,36.1981
7345,1,2.47,100,21.2566
7346,1,24.4,100,16.1905
7349,1,23.48,100,22.2955
7350,1,23.48,100,33.4065
7351,1,64.02,200,36.8827
7352,1,25.03,100,26.2769
7354,1,400,1400,20.2883
7356,1,23.35,100,108.854
7365,1,24.61,100,27.1207
7369,1,21.83,100,31.4679
7370,1,22.43,100,31.2315
7371,1,23.28,100,29.5301
7372,1,22.43,100,42.4373
7374,1,21.83,100,27.6504
7375,1,21.83,100,25.6312
7376,1,21.83,100,13.1135
7377,1,19.95,100,26.0979
7378,1,20.19,100,28.5734
7379,1,20.19,100,42.7723
7381,1,100,400,38.994
7386,1,28.27,100,39.6085
7388,1,300,1000,28.8175
7391,1,26.96,100,40.9222
7392,1,25.44,100,41.5891
7416,1,12.27,100,28.2237
7426,1,100,600,41.444
7428,1,25.71,100,26.0548
7430,1,17.07,100,14.981
7447,1,25.86,100,57.8446
7449,1,100,500,21.1887
7452,1,35.81,200,19.3137
7470,1,500,1700,21.4
7473,1,15.67,100,34.0678
7474,1,22.78,100,15.4074
7475,1,23.53,100,37.0811
7476,1,100,600,48.4824
7477,1,100,600,18.5136
7487,1,30,100,7.55253
7489,1,100,600,10.7054
7490,1,21.26,100,46.7779
7498,1,52.41,200,47.1047
7499,1,65.05,200,29.3312
7501,1,17.03,100,27.962
7502,1,12.35,100,50.9574
7504,1,12.35,100,55.101
7505,1,12.51,100,66.8746
7507,1,17.03,100,36.9963
7508,1,18.37,100,26.991
7511,1,100,400,17.4858
7512,1,21.71,100,49.3335
7513,1,13.95,100,25.2332
7523,1,58.97,200,43.8681
7524,1,58.97,200,38.5908
7526,1,58.97,200,26.4961
7528,1,58.97,200,17.4626
7531,1,100,600,20.4901
7535,1,92.53,300,15.043
7539,1,61.79,200,27.1807
7540,1,24.69,100,29.5415
7544,1,57.61,200,23.4452
7547,1,13.58,100,32.7637
7551,1,65.75,200,43.1686
7556,1,63,200,44.1838
7557,1,27.01,100,13.1526
7558,1,27.01,100,25.267
7559,1,27.01,100,31.4227
7560,1,27.01,100,37.6816
7561,1,59.77,200,49.6052
7562,1,14.75,100,39.0717
7563,1,14.75,100,26.5436
7564,1,11.97,100,18.1212
7568,1,20.67,100,31.0703
7577,1,11.73,100,24.4119
7585,1,20.87,100,41.8555
7593,1,100,400,27.9682
7598,1,51.35,200,21.6311
7599,1,61.4,200,40.1663
7600,1,33.56,200,21.4855
7613,1,13.47,100,39.4613
7625,1,23.83,100,35.4844
7628,1,58.63,200,24.7201
7634,1,16.81,100,15.8796
7636,1,21.71,100,13.3956
7637,1,21.71,100,19.0267
7639,1,4.88,100,16.3558
7640,1,-1792.53,100,47.2989
7641,1,24.53,100,20.9189
7643,1,92.53,300,28.7629
7645,1,100,600,52.1918
7648,1,100,600,17.3889
7649,1,100,600,23.8075
7654,1,100,500,19.5056
7662,1,100,500,15.4438
7667,1,66.94,300,32.3935
7668,1,20.87,100,65.1547
7670,1,54.03,200,21.4885
7671,1,54.03,200,32.463
7672,1,54.03,200,60.8183
7674,1,100,600,31.4319
7675,1,48.49,200,42.2517
7676,1,48.49,200,34.9241
7677,1,14.33,100,22.3214
7681,1,100,400,42.7678
7689,1,24.86,100,20.5957
7700,1,15.93,100,13.6893
7705,1,18.25,100,26.095
7707,1,34.33,200,25.9903
7712,1,13.86,100,54.0104
7716,1,53.2,200,14.9714
7717,1,53.2,200,37.8119
7719,1,53.2,200,26.8547
7721,1,53.2,200,41.287
7722,1,53.2,200,13.0262
7731,1,0.55,100,29.2067
7732,1,13.29,100,28.3239
7734,1,21.07,100,26.9714
7736,1,200,800,21.852
7740,1,23.67,100,46.8688
7742,1,20,100,43.5016
7743,1,100,400,34.2138
7750,1,100,400,35.6308
7751,1,90,300,22.6469
7754,1,59.23,200,23.1891
7768,1,6,100,28.5634
7776,1,400,1300,19.8644
7777,1,11.67,100,29.3908
7784,1,63.35,200,24.6389
7808,1,100,500,57.1033
7812,1,17.17,100,30.6165
7814,1,100,500,23.7878
7825,1,13.5,100,40.5882
7833,1,100,600,19.9856
7841,1,16.85,100,38.7436
7842,1,22.41,100,43.7066
7844,1,30.92,100,14.9209
7846,1,30.92,100,38.9793
7847,1,26.82,100,36.983
7848,1,22.41,100,29.5553
7849,1,100,600,15.8113
7851,1,22.41,100,24.3587
7857,1,5.6,100,45.2202
7858,1,24.61,100,45.8517
7859,1,16.56,100,28.6252
7875,1,25.44,100,41.5973
7877,1,4.35,100,32.0528
7890,1,24.07,100,27.6369
7899,1,21.32,100,21.7099
7901,1,26.55,100,40.1545
7902,1,26.55,100,23.9171
7903,1,17.73,100,16.1113
7904,1,17.73,100,29.6824
7905,1,16.59,100,42.1564
7908,1,17.73,100,45.2785
7918,1,4.35,100,33.7486
7921,1,9.33,100,42.7024
7925,1,100,600,38.3433
7929,1,200,700,38.6921
7930,1,200,800,39.6825
7931,1,18.54,100,35.051
7932,1,21.26,100,25.6704
7933,1,22.13,100,36.1233
7939,1,19.22,100,16.3275
7943,1,21.26,100,29.5923
7946,1,18.45,100,40.6238
7949,1,20,100,30.348
7951,1,26.64,100,26.9482
7962,1,2.02,100,18.9476
7965,1,58.59,200,48.3716
7966,1,58.59,200,38.2142
7967,1,30.19,100,44.34
7970,1,53.6,200,21.1639
7976,1,20.16,100,18.5149
7979,1,35.81,200,35.7744
7981,1,35.81,200,16.2738
7988,1,35.81,200,41.4321
7989,1,35.81,200,23.9762
7992,1,23.07,100,92.3341
7993,1,23.07,100,37.6669
7995,1,16.15,100,37.0794
7998,1,2.27,100,22.9731
8000,1,16.15,100,13.1081
8001,1,16.15,100,15.8185
8010,1,12.33,100,54.5956
8017,1,58.63,200,16.3375
8021,1,58.63,200,49.6052
8022,1,58.63,200,25.752
8023,1,29.07,100,107.895
8033,1,50.4,200,44.9813
8039,1,12.09,100,32.458
8053,1,21.26,100,32.3321
8055,1,21.26,100,25.474
8056,1,21.26,100,53.4708
8060,1,30,100,43.2651
8063,1,24.28,100,36.9162
8067,1,24.72,100,37.8553
8088,1,100,500,36.8437
8089,1,18.69,100,35.3085
8090,1,100,500,24.4811
8091,1,42.79,200,19.503
8092,1,24.09,100,46.3573
8096,1,20.6,100,34.1853
8097,1,200,800,8.8037
8099,1,27.87,100,18.1012
8109,1,16.66,100,36.8702
8110,1,23.13,100,15.097
8111,1,24.59,100,29.1934
8112,1,23.13,100,114.565
8113,1,24.99,100,30.6551
8114,1,24.59,100,14.3195
8116,1,24.99,100,3.55095
8121,1,15.33,100,35.0966
8122,1,1.67,100,32.2972
8123,1,54.64,200,27.7679
8125,1,59.24,200,36.0455
8126,1,54.64,200,40.2105
8127,1,59.24,200,30.4123
8128,1,59.24,200,40.6543
8130,1,22.45,100,33.7912
8141,1,10.73,100,32.5848
8143,1,56.85,200,28.8386
8145,1,65.21,200,36.6823
8146,1,65.01,200,18.9714
8147,1,65.16,200,13.3927
8148,1,65.16,200,20.6315
8149,1,65.01,200,19.119
8151,1,65.18,200,38.6708
8153,1,65.16,200,36.6152
8154,1,65.18,200,39.7738
8157,1,15.36,100,51.5603
8159,1,23.83,100,41.5126
8162,1,58.26,200,19.9925
8163,1,10,100,23.736
8167,1,100,600,7.72583
8173,1,58.26,200,41.562
8179,1,64.64,200,32.1157
8191,1,23.24,100,33.6076
8193,1,4.34,100,32.4729
8202,1,40,200,39.5949
8205,1,18.9,100,17.4976
8206,1,17.55,100,28.0586
8218,1,22.07,100,26.4176
8219,1,22.07,100,27.5011
8220,1,22.07,100,21.705
8221,1,22.07,100,42.7045
8222,1,22.07,100,27.0123
8223,1,22.07,100,10.2757
8224,1,22.07,100,36.8912
8246,1,0.17,100,34.8703
8253,1,13.33,100,36.5599
8274,1,40.91,200,23.4945
8275,1,40.91,200,19.1297
8276,1,40.91,200,26.8847
8290,1,66.67,300,47.9426
8299,1,7,100,32.5601
8301,1,43.72,200,29.0052
8308,1,59.24,200,30.3149
8317,1,30.42,100,48.4405
8319,1,30.42,100,51.7236
8320,1,30.42,100,24.2006
8321,1,-56.09,100,22.5592
8323,1,17.07,100,33.8062
8326,1,18.13,100,97.4384
8342,1,54.21,200,42.9087
8343,1,38.79,200,32.6093
8352,1,16.67,100,32.8615
8354,1,38.79,200,35.7351
8357,1,38.79,200,32.0214
8359,1,4.65,100,26.6472
8367,1,24.07,100,40.3401
8369,1,22.21,100,20.7121
8370,1,23.83,100,20.142
8373,1,24,100,27.6323
8378,1,24,100,9.36537
8380,1,22.21,100,37.3878
8385,1,20,100,35.2364
8386,1,16.15,100,40.6631
8387,1,56.45,200,30.9467
8388,1,100,600,35.0399
8389,1,61.79,200,30.488
8393,1,10.27,100,23.6584
8394,1,57.5,200,33.6535
8396,1,2.85,100,37.1845
8397,1,22.35,100,42.4523
8402,1,22.35,100,18.4047
8409,1,16.42,100,30.5835
8413,1,26.67,100,23.8978
8415,1,14.3,100,24.9096
8421,1,16.94,100,30.5719
8423,1,100,600,26.0819
8424,1,100,600,33.9569
8425,1,6.91,100,21.8522
8433,1,37.2,200,29.3189
8436,1,29,100,20.7102
8439,1,60.78,200,35.3466
8441,1,10.43,100,46.4683
8444,1,65.18,200,21.3162
8445,1,16.48,100,41.2297
8447,1,14.81,100,18.0928
8451,1,27.17,100,24.0822
8453,1,200,700,17.0338
8456,1,37.03,200,56.8586
8457,1,17.1,100,36.7085
8459,1,17.1,100,55.1776
8470,1,44.21,200,29.9252
8471,1,44.21,200,36.377
8473,1,44.21,200,33.3445
8474,1,44.21,200,38.9138
8476,1,5.33,100,27.38
8479,1,13.32,100,40.4844
8483,1,200,700,18.8735
8488,1,7.5,100,37.2904
8490,1,22.87,100,35.6121
8493,1,2.67,100,41.9128
8499,1,100,400,22.3864
8519,1,61.79,200,30.6196
8524,1,25.86,100,29.6166
8530,1,12.93,100,32.3859
8537,1,49.57,200,37.8109
8538,1,45.53,200,24.6647
8544,1,42.62,200,42.6148
8545,1,46.31,200,36.2859
8546,1,46.31,200,27.9187
8547,1,45.72,200,31.0202
8548,1,45.72,200,23.5384
8549,1,45.35,200,23.4756
8550,1,45.35,200,30.6314
8552,1,54.57,200,33.0644
8555,1,20.67,100,55.5001
8559,1,38.33,200,17.4831
8561,1,100,400,35.6042
8563,1,12.41,100,26.5149
8569,1,500,1800,32.7009
8570,1,500,1800,22.9862
8571,1,500,1800,20.4013
8573,1,17.75,100,35.3252
8576,1,20.75,100,29.009
8577,1,14.59,100,28.8122
8578,1,14.59,100,35.6973
8581,1,19.37,100,17.2043
8582,1,19.37,100,48.5524
8595,1,3.87,100,20.1896
8598,1,57.61,200,31.5793
8604,1,65.11,200,27.2296
8609,1,65.11,200,25.533
8610,1,65.11,200,34.8851
8632,1,200,800,41.8171
8635,1,100,400,18.2219
8637,1,60.32,200,26.895
8639,1,35.34,200,53.6947
8644,1,63,200,44.5266
8647,1,100,600,23.8549
8648,1,100,600,17.5921
8651,1,15.87,100,28.9008
8654,1,1.67,100,49.2233
8655,1,48.31,200,30.6874
8656,1,8,100,58.8254
8658,1,63.59,200,28.5156
8665,1,63.59,200,40.2987
8668,1,18.87,100,16.3691
8671,1,18.87,100,31.7836
8675,1,21.03,100,21.5032
8679,1,21.03,100,11.9553
8680,1,21.03,100,19.1353
8686,1,21.28,100,35.5403
8687,1,49.57,200,35.7774
8701,1,52.47,200,34.2892
8702,1,52.47,200,30.4501
8704,1,23.35,100,38.1267
8706,1,52.47,200,35.9925
8707,1,52.47,200,26.0247
8709,1,15.87,100,32.3003
8711,1,400,1300,22.7147
8712,1,400,1300,19.7066
8713,1,400,1300,30.3184
8714,1,400,1300,34.6435
8716,1,100,600,15.0878
8717,1,100,600,15.6681
8719,1,19.89,100,54.5595
8725,1,15.39,100,48.0552
8726,1,10.56,100,25.1587
8731,1,62.81,200,20.4279
8732,1,62.81,200,18.7265
8733,1,62.81,200,26.8988
8734,1,62.81,200,27.1828
8735,1,62.81,200,22.2228
8740,1,100,600,22.2534
8741,1,100,600,31.4061
8744,1,33.53,200,43.7935
8745,1,33.53,200,26.3758
8746,1,33.53,200,42.003
8747,1,33.53,200,45.0597
8753,1,49.85,200,47.3998
8755,1,33.53,200,18.5564
8759,1,100,500,28.6564
8763,1,20.85,100,39.9493
8764,1,2.28,100,43.3363
8770,1,100,500,34.4768
8772,1,36.76,200,17.0755
8773,1,100,600,35.1763
8774,1,37.5,200,36.0285
8776,1,26.67,100,37.6361
8791,1,-0,100,0
8793,1,23.34,100,28.3995
8797,1,18.13,100,21.5656
8803,1,200,800,23.3228
8806,1,64.5,200,33.8705
8807,1,64.5,200,19.338
8809,1,64.5,200,50.5827
8810,1,23.97,100,23.6664
8816,1,100,400,40.3012
8820,1,23.28,100,33.7496
8824,1,42.4,200,47.0897
8830,1,100,400,15.9367
8837,1,5.83,100,46.7979
8838,1,42.4,200,25.4331
8839,1,54.23,200,24.9296
8841,1,200,800,8.959
8842,1,200,800,21.3863
8843,1,200,800,23.0083
8844,1,200,800,22.2571
8846,1,100,400,13.6501
8851,1,23.67,100,27.2494
8852,1,24.07,100,40.7728
8857,1,4.67,100,37.8466
8860,1,16.71,100,26.5808
8861,1,16.71,100,29.3189
8864,1,20.01,100,34.3438
8866,1,20.01,100,48.4674
8867,1,20.01,100,108.159
8873,1,34.71,200,25.6082
8881,1,7,100,35.1181
8884,1,56.45,200,11.9866
8885,1,64.19,200,38.1888
8887,1,26.67,100,28.4702
8893,1,4.35,100,39.8806
8894,1,100,600,26.4586
8896,1,15.47,100,31.8298
8897,1,53.42,200,59.3909
8898,1,53.38,200,38.6524
8900,1,19.8,100,2.89668
8901,1,16.2,100,39.9056
8902,1,16.2,100,52.3051
8903,1,16.2,100,31.5627
8904,1,53.33,200,37.6445
8905,1,53.33,200,19.93
8906,1,16.2,100,35.1075
8907,1,53.33,200,26.7453
8908,1,53.42,200,28.0118
8909,1,53.42,200,31.5986
8910,1,53.42,200,31.0365
8911,1,200,700,28.3903
8912,1,48.31,200,11.6501
8914,1,15.15,100,43.612
8916,1,1.67,100,32.8182
8921,1,100,500,14.3898
8933,1,10,100,24.5182
8937,1,37.89,200,38.5536
8938,1,37.89,200,15.0129
8939,1,37.89,200,43.3707
8941,1,34.5,200,30.1518
8942,1,19.79,100,49.9973
8943,1,34.5,200,26.7112
8944,1,34.5,200,25.8637
8945,1,38.18,200,10.8964
8952,1,22.87,100,16.7657
8953,1,22.87,100,33.3216
8954,1,22.87,100,23.6042
8955,1,22.87,100,31.0647
8956,1,17.34,100,23.6557
8958,1,500,1600,17.5927
8961,1,18.25,100,27.1296
8962,1,22.87,100,33.753
8963,1,22.87,100,49.7019
8964,1,51.59,200,36.4956
8965,1,51.59,200,49.767
8966,1,51.59,200,38.0151
8967,1,51.59,200,34.1259
8969,1,11.14,100,28.7484
8976,1,49.91,200,27.3905
8980,1,14.4,100,19.9606
8994,1,52.64,200,35.5935
8999,1,15.12,100,29.7149
9016,1,26.67,100,25.2293
9024,1,100,500,26.2465
9028,1,12.35,100,31.164
9033,1,200,700,27.1747
9034,1,200,700,22.5049
9035,1,44.43,200,32.3823
9041,1,24.02,100,21.5265
9045,1,100,600,21.3457
9047,1,32.2,100,27.8205
9049,1,100,400,53.1359
9051,1,100,600,17.6811
9054,1,100,400,12.5387
9056,1,0.77,100,45.77
9060,1,100,600,25.4715
9061,1,17.75,100,38.8716
9074,1,29.23,100,21.701
9075,1,22.8,100,18.4842
9081,1,18.9,100,44.1398
9084,1,65.12,200,26.2705
9088,1,23.1,100,31.2733
9102,1,17.94,100,22.2887
9106,1,17.94,100,39.6771
9107,1,17.94,100,36.2374
9110,1,15.72,100,48.5892
9120,1,17.26,100,42.0844
9123,1,39.67,200,22.1859
9137,1,29.03,100,42.3321
9138,1,23.98,100,32.7897
9141,1,38.99,200,36.4539
9142,1,38.99,200,19.4638
9144,1,55.85,200,54.7193
9148,1,400,1300,34.018
9149,1,24.72,100,32.3423
9151,1,6,100,31.1511
9152,1,500,1800,16.0693
9166,1,11.67,100,22.3769
9168,1,3.2,100,35.2327
9169,1,14.91,100,16.2143
9179,1,58.23,200,43.2609
9182,1,-0,100,0
9184,1,11.47,100,111.809
9188,1,59.27,200,29.8117
9189,1,59.27,200,25.4159
9190,1,59.27,200,42.7907
9191,1,59.27,200,11.9151
9195,1,100,500,42.7242
9204,1,74.33,300,23.3703
9206,1,100,500,28.2223
9213,1,11.97,100,37.177
9214,1,26,100,25.0317
9215,1,26.71,100,24.0161
9216,1,13.7,100,47.0457
9218,1,18.59,100,40.321
9219,1,23.53,100,33.3202
9220,1,23.53,100,19.5391
9222,1,11.97,100,30.3151
9223,1,2.25,100,17.7689
9224,1,11.97,100,27.2128
9225,1,20.72,100,3.61708
9227,1,15.33,100,43.6403
9228,1,63.61,200,9.37787
9229,1,63.61,200,13.8378
9230,1,63.61,200,53.717
9231,1,63.61,200,29.8218
9232,1,63.61,200,32.5265
9233,1,63.61,200,45.9522
9236,1,23.34,100,24.8956
9237,1,63.67,200,40.8011
9244,1,23.08,100,37.6749
9246,1,36.97,200,11.1631
9247,1,36.97,200,26.9035
9250,1,100,500,26.1003
9256,1,100,600,24.9305
9257,1,100,600,34.8852
9258,1,100,600,23.3771
9260,1,100,600,48.2036
9261,1,100,600,29.5841
