from bus,to bus,id,reactance,lower line limit,upper line limit
6069,3273,1,0.071322,-409,409
868,740,1,0.023818,-1187,1187
67,740,1,0.023322,-1202,1202
7184,11007,1,0.062349,-501,501
868,10072,1,0.012678,-2367,2367
67,10072,1,0.014636,-2095,2095
12826,7046,1,0.045041,-646,646
8328,5221,1,0.037174,-822,822
5221,2022,1,0.010339,-2823,2823
5221,2022,2,0.021471,-1425,1425
1255,387,1,0.01325,-2376,2376
1568,12427,1,0.051372,-579,579
1568,1424,1,0.042529,-717,717
3689,2079,1,0.071554,-417,417
13260,4701,1,0.000413,-76483,76483
1994,6197,1,0.03386,-857,857
6441,3689,1,0.054521,-538,538
2798,6441,1,0.090793,-317,317
6069,8792,1,0.031901,-955,955
5511,12567,1,0.003091,-10143,10143
5511,12567,2,0.002901,-10731,10731
11269,12312,1,0.318198,-99,99
11269,3118,1,0.146124,-201,201
8265,11269,1,0.073289,-410,410
11269,6197,1,0.089273,-322,322
9582,3212,1,0.00025,-149888,149888
9582,3212,2,0.00026,-144157,144157
3212,3923,1,0.00822,-4551,4551
3131,9038,1,0.031777,-907,907
7010,9298,1,0.034364,-873,873
9298,4304,1,0.001066,-28177,28177
6229,12312,1,0.036041,-827,827
7581,12312,1,0.001281,-21858,21858
7581,12312,2,0.001314,-21475,21475
13126,5904,1,0.014942,-1993,1993
2798,12156,1,0.007364,-3714,3714
2532,12156,1,0.009107,-3177,3177
9666,11435,1,0.08662,-329,329
11435,13588,1,0.010132,-2811,2811
11435,632,1,0.009934,-2846,2846
632,13588,1,0.009719,-2884,2884
1424,12427,1,0.027521,-1105,1105
3041,3548,1,0.007628,-3917,3917
8265,6197,1,0.005471,-5487,5487
13632,5465,1,0.015661,-2016,2016
7010,4304,1,0.036826,-821,821
10322,7215,1,0.01791,-1758,1758
7215,10709,1,0.01686,-1866,1866
7215,10709,2,0.01719,-1831,1831
12158,7215,1,0.00644,-4878,4878
12158,7215,2,0.0063,-4985,4985
7215,8477,1,0.01064,-2953,2953
3071,7270,1,0.011539,-2715,2715
11977,3071,1,0.05236,-597,597
9388,10709,1,0.0126,-2495,2495
1165,9388,1,0.00409,-7692,7692
1165,9388,2,0.00417,-7547,7547
9388,8477,1,0.0112,-2804,2804
11977,12261,1,0.04075,-766,766
4131,7270,1,0.05756,-544,544
7441,3791,1,0.0085,-3708,3708
3791,8008,1,0.0118,-2671,2671
3791,9434,1,0.01804,-1743,1743
7264,8432,1,0.073969,-424,424
7264,4629,1,0.06593,-473,473
7264,4082,1,0.04251,-725,725
10124,13346,1,0.00713,-4408,4408
7678,8008,1,0.00345,-9112,9112
10910,10320,1,0.00128,-24570,24570
10910,388,1,0.00123,-25560,25560
2456,2913,1,0.00112,-28113,28113
1898,1199,1,0.00866,-3639,3639
10910,1898,1,0.01614,-1948,1948
10910,1898,2,0.01829,-1722,1722
430,4014,1,0.00805,-3906,3906
4014,6044,1,0.01427,-2209,2209
11378,8008,1,0.00283,-11122,11122
8008,1199,1,0.00865,-3629,3629
10910,8008,1,0.01426,-2209,2209
8432,6284,1,0.050521,-620,620
5959,7459,1,0.00646,-4869,4869
5959,8466,1,0.0128,-2456,2456
5959,13463,1,0.00496,-6334,6334
5959,11565,1,0.00886,-3556,3556
5959,11565,2,0.00868,-3627,3627
430,12141,1,0.02522,-1248,1248
10910,430,1,0.00304,-10341,10341
10910,430,2,0.00306,-10267,10267
10910,430,3,0.00307,-10247,10247
13346,11056,1,0.00969,-3246,3246
13346,8466,1,0.01696,-1852,1852
13346,9434,1,0.01148,-2734,2734
11056,6044,1,0.01087,-2892,2892
7459,12141,1,0.01924,-1633,1633
13463,7459,1,0.00457,-6891,6891
7459,2456,1,0.01986,-1585,1585
1199,3272,1,0.00982,-3211,3211
6921,4082,1,0.03182,-981,981
6921,4082,2,0.03245,-963,963
6044,9434,1,0.00391,-8045,8045
11565,2456,1,0.00983,-3206,3206
11565,2456,2,0.00963,-3269,3269
7850,1144,1,0.03645,-855,855
11323,12959,1,0.374281,-76,76
11835,12959,1,0.230339,-128,128
11561,6149,1,0.04552,-692,692
5799,8882,1,0.02651,-1178,1178
5799,8882,2,0.02438,-1280,1280
5799,7850,1,0.04725,-660,660
5799,7850,2,0.046219,-674,674
1351,3321,1,0.084397,-338,338
10826,12633,1,0.01276,-2455,2455
13474,8882,1,0.00599,-5210,5210
13474,8882,2,0.00587,-5294,5294
9599,8560,1,0.028364,-1027,1027
8560,3321,1,0.102636,-267,267
11835,8560,1,0.19919,-145,145
879,2402,1,0.050919,-614,614
879,2402,2,0.04988,-626,626
6231,11323,1,0.453901,-62,62
657,6231,1,0.104479,-260,260
7850,2402,1,0.074909,-422,422
7850,2402,2,0.076349,-414,414
7397,2402,1,0.079031,-400,400
7397,2402,2,0.09125,-347,347
657,11323,1,0.183934,-162,162
6538,10041,1,0.00282,-11147,11147
6538,8623,1,0.00233,-13517,13517
1161,7955,1,0.0004,-78577,78577
1161,8364,1,0.01741,-1806,1806
1161,8623,1,0.0123,-2561,2561
1161,2885,1,0.00725,-4344,4344
7260,7955,1,0.01811,-1736,1736
7260,10123,1,0.00505,-6226,6226
7260,9640,1,0.02534,-1243,1243
7260,10041,1,0.00242,-12989,12989
781,6831,1,0.0443,-681,681
781,9251,1,0.04848,-647,647
781,12787,1,0.07142,-423,423
781,8335,1,0.06621,-474,474
11,1019,1,0.00068,-46208,46208
11,9103,1,0.05272,-595,595
11,12491,1,0.03068,-1025,1025
11,12420,1,0.05381,-575,575
1019,2379,1,0.11021,-281,281
1019,12491,1,0.03467,-904,904
2379,851,1,0.00362,-8330,8330
2379,851,2,0.00362,-8330,8330
2379,3392,1,0.02877,-1075,1075
11825,9103,1,0.0691,-452,452
11825,214,1,0.04647,-650,650
11825,6831,1,0.06762,-464,464
11825,10797,1,0.00161,-19369,19369
9103,214,1,0.02918,-1074,1074
9103,11918,1,0.0404,-766,766
9103,12974,1,0.00161,-19369,19369
214,12491,1,0.03001,-1005,1005
214,12491,2,0.02634,-1174,1174
214,6019,1,0.0251,-1249,1249
214,3392,1,0.05429,-578,578
10736,3075,1,0.02941,-1052,1052
10736,9251,1,0.0375,-836,836
3075,10550,1,0.07482,-414,414
4821,11337,1,0.08769,-344,344
4821,9339,1,0.10993,-275,275
6831,9565,1,0.01141,-2756,2756
6831,6019,1,0.07061,-444,444
6831,12089,1,0.05656,-547,547
3446,9339,1,0.04395,-704,704
3446,8335,1,0.07845,-400,400
10550,12787,1,0.04972,-607,607
10550,12089,1,0.01616,-1914,1914
1856,11918,1,0.04056,-763,763
9565,10797,1,0.06074,-514,514
9339,1654,1,0.07892,-398,398
9339,8335,1,0.07854,-394,394
12491,1654,1,0.03091,-1014,1014
12420,3392,1,0.02877,-1075,1075
9313,8364,1,0.00443,-7097,7097
9640,3730,1,0.0008,-39374,39374
9640,1187,1,0.00366,-8604,8604
9640,940,1,0.00643,-4898,4898
9640,9200,1,0.00424,-7428,7428
8364,5348,1,0.00432,-7290,7290
8364,13005,1,0.00145,-21698,21698
8364,1187,1,0.00233,-13517,13517
5348,11896,1,0.00432,-7290,7290
5348,6535,1,0.02643,-1192,1192
5348,10858,1,0.0266,-1184,1184
5348,2885,1,0.00725,-4344,4344
11707,9704,1,0.00153,-20154,20154
11707,9704,2,0.00153,-20154,20154
13005,1187,1,0.00089,-35349,35349
13005,12365,1,0.00067,-46958,46958
9146,7900,1,0.01428,-2195,2195
9146,7900,2,0.01428,-2195,2195
9146,4389,1,0.03535,-882,882
9146,13288,1,0.03535,-882,882
9147,7550,1,0.02505,-1235,1235
9147,7550,2,0.02505,-1235,1235
9147,12357,1,0.01612,-2343,2343
9147,12357,2,0.01612,-2343,2343
9147,3941,1,0.01227,-3078,3078
9147,3941,2,0.01227,-3078,3078
10353,1207,1,0.0063,-4908,4908
7293,4263,1,0.00905,-3416,3416
7293,4263,2,0.00905,-3416,3416
7293,2825,1,0.00264,-11912,11912
7293,2825,2,0.00204,-15411,15411
7293,1207,1,0.00316,-9949,9949
7293,5969,1,0.00316,-9949,9949
7900,3237,1,0.01145,-2737,2737
7900,13211,1,0.01116,-2809,2809
9058,10916,1,0.00359,-8755,8755
9058,10916,2,0.00359,-8755,8755
3237,13211,1,0.00518,-6050,6050
11319,8501,1,0.00496,-6338,6338
11319,3397,1,0.00296,-10624,10624
11319,9768,1,0.00304,-10347,10347
3760,7550,1,0.03119,-992,992
3760,4971,1,0.00517,-5981,5981
3760,4971,2,0.00517,-5981,5981
8501,7747,1,0.00941,-3331,3331
8501,7747,2,0.00941,-3331,3331
4389,4970,1,0.03744,-833,833
4389,4970,2,0.03744,-833,833
4389,13288,1,0.00321,-9714,9714
4970,13211,1,0.02354,-1332,1332
4970,13211,2,0.02354,-1332,1332
4970,12811,1,0.02354,-1332,1332
4970,12811,2,0.02354,-1332,1332
3399,11944,1,0.00267,-11775,11775
3399,12634,1,0.00224,-14040,14040
4971,9576,1,0.01365,-2296,2296
4971,9576,2,0.01365,-2296,2296
3397,7747,1,0.00401,-7844,7844
3397,7747,2,0.00401,-7844,7844
7747,13511,1,0.00744,-4226,4226
7747,13511,2,0.00744,-4226,4226
9159,9704,1,0.00329,-9559,9559
9159,9704,2,0.00254,-12377,12377
9159,9113,1,0.0031,-10139,10139
9159,9113,2,0.0031,-10139,10139
8950,8037,1,0.00108,-27898,27898
13499,8037,1,0.00449,-7005,7005
13499,12634,1,0.00248,-12673,12673
7703,10667,1,0.01202,-2616,2616
7703,10667,2,0.01202,-2616,2616
7703,10916,1,0.00341,-9218,9218
7703,10916,2,0.00341,-9218,9218
7480,7788,1,0.00369,-8525,8525
11944,12634,1,0.00569,-5528,5528
11944,5969,1,0.016,-1933,1933
10667,3276,1,0.03943,-785,785
10667,3276,2,0.03943,-785,785
12357,10663,1,0.00785,-4813,4813
12357,3941,1,0.00926,-4028,4028
10663,12626,1,0.00401,-7844,7844
3730,12365,1,0.00134,-23479,23479
11896,2609,1,0.00298,-10569,10569
2273,5861,1,0.01433,-2201,2201
2273,5861,2,0.01455,-2167,2167
2273,12845,1,0.01364,-2305,2305
2273,7206,1,0.00644,-4881,4881
2273,10858,1,0.00324,-9721,9721
2273,12897,1,0.02823,-1114,1114
2273,2477,1,0.02691,-1169,1169
2273,9769,1,0.01981,-1587,1587
2273,7769,1,0.03797,-831,831
5861,2609,1,0.00344,-9155,9155
5861,940,1,0.00526,-5995,5995
5861,7206,1,0.0101,-3113,3113
5861,7166,1,0.00279,-11301,11301
12845,6535,1,0.0123,-2561,2561
12845,7209,1,0.02898,-1087,1087
12845,1652,1,0.03425,-920,920
12845,10819,1,0.00982,-3202,3202
2609,10858,1,0.01739,-1814,1814
2609,9200,1,0.00351,-8971,8971
940,7166,1,0.00279,-11301,11301
5268,1828,1,0.01325,-2334,2334
5268,6730,1,0.19392,-160,160
1828,9755,1,0.04701,-642,642
1828,3756,1,0.07272,-426,426
1828,8947,1,0.09615,-322,322
1828,10083,1,0.05979,-518,518
9336,12328,1,0.03624,-865,865
9336,2860,1,0.064,-472,472
686,1733,1,0.03128,-965,965
686,2367,1,0.04701,-642,642
686,6730,1,0.14789,-204,204
1733,9882,1,0.00922,-3272,3272
2889,5975,1,0.0315,-999,999
2889,7107,1,0.02354,-1332,1332
3855,2565,1,0.02605,-1203,1203
3855,7001,1,0.02444,-1287,1287
3855,11937,1,0.00312,-10078,10078
3855,6308,1,0.0251,-1249,1249
1258,6292,1,0.00434,-7243,7243
1258,1498,1,0.0204,-1537,1537
2565,11879,1,0.01454,-2127,2127
2565,11879,2,0.01454,-2127,2127
2565,7107,1,0.00941,-3331,3331
9755,12328,1,0.07557,-400,400
7798,13453,1,0.02416,-1298,1298
7798,1124,1,0.03138,-999,999
1860,12328,1,0.07013,-441,441
391,7991,1,0.03326,-946,946
391,7627,1,0.00607,-5179,5179
391,7001,1,0.01493,-2106,2106
391,8408,1,0.0062,-5071,5071
391,555,1,0.00356,-8683,8683
8925,7715,1,0.0305,-992,992
2367,12328,1,0.0396,-762,762
12689,5556,1,0.05575,-555,555
12689,5556,2,0.05575,-555,555
12689,1760,1,0.00808,-3827,3827
12689,4034,1,0.01851,-1693,1693
12689,4034,2,0.01851,-1693,1693
12689,1124,1,0.00941,-3331,3331
12689,1124,2,0.00941,-3331,3331
11587,5891,1,0.00497,-6329,6329
5975,7991,1,0.00188,-16667,16667
12609,3756,1,0.06141,-504,504
12609,6730,1,0.10035,-309,309
10066,11937,1,0.00785,-3992,3992
10066,6308,1,0.06307,-497,497
1674,473,1,0.00497,-6329,6329
1674,10641,1,0.0036,-8736,8736
6787,6308,1,0.0509,-608,608
6787,13501,1,0.02262,-1367,1367
4538,555,1,0.0024,-13107,13107
4538,1741,1,0.00259,-11940,11940
473,6013,1,0.00441,-7132,7132
473,6013,2,0.00441,-7132,7132
473,10641,1,0.0031,-10139,10139
473,4583,1,0.0204,-1537,1537
13458,11396,1,0.03467,-904,904
13458,5556,1,0.10669,-294,294
9720,5556,1,0.08274,-374,374
9720,5556,2,0.08274,-374,374
5891,10641,1,0.0036,-8736,8736
7627,7466,1,0.00353,-8905,8905
7627,7466,2,0.00353,-8905,8905
13453,1124,1,0.01036,-3025,3025
6535,10858,1,0.000199,-158282,158282
11396,5556,1,0.05021,-625,625
5556,7715,1,0.03466,-873,873
6308,13501,1,0.07514,-412,412
6308,1498,1,0.01202,-2617,2617
5798,4034,1,0.0009,-33513,33513
9882,12564,1,0.05297,-570,570
7206,12897,1,0.02385,-1319,1319
4034,3861,1,0.04315,-727,727
4034,3861,2,0.04315,-727,727
10858,7769,1,0.03613,-873,873
12809,12897,1,0.00326,-9644,9644
12809,2683,1,0.022,-1429,1429
12809,10885,1,0.01767,-1780,1780
7910,12801,1,0.0251,-1249,1249
7910,6125,1,0.03923,-799,799
7910,10089,1,0.01569,-1998,1998
7218,799,1,0.01161,-2700,2700
7218,10277,1,0.04032,-778,778
13373,12437,1,0.00816,-3841,3841
13373,1628,1,0.01098,-2855,2855
13373,2042,1,0.02354,-1332,1332
12437,2042,1,0.01569,-1998,1998
6783,12292,1,0.05397,-573,573
6783,9026,1,0.02824,-1110,1110
6783,3930,1,0.00404,-7652,7652
6783,12801,1,0.02824,-1110,1110
6783,12801,2,0.02824,-1110,1110
11052,11710,1,0.0053,-5883,5883
11052,11710,2,0.0053,-5883,5883
11052,10277,1,0.01726,-1816,1816
11052,2152,1,0.02408,-1284,1284
799,5865,1,0.03169,-989,989
799,9036,1,0.03687,-850,850
799,9036,2,0.03687,-850,850
799,10277,1,0.05068,-619,619
799,8947,1,0.12927,-234,234
5865,10277,1,0.02385,-1314,1314
160,3936,1,0.06755,-458,458
160,5942,1,0.04827,-625,625
160,12292,1,0.12185,-254,254
3861,9036,1,0.08407,-359,359
3936,12292,1,0.05268,-587,587
5942,9711,1,0.06213,-505,505
5942,9026,1,0.02354,-1332,1332
5942,1628,1,0.01569,-1998,1998
6706,12292,1,0.10003,-310,310
6706,3257,1,0.03781,-818,818
12292,3930,1,0.05414,-572,572
12292,3257,1,0.12379,-250,250
9711,8947,1,0.06436,-469,469
12897,8508,1,0.02909,-1083,1083
9026,1628,1,0.02667,-1175,1175
9026,1628,2,0.02667,-1175,1175
12801,10089,1,0.02354,-1332,1332
6125,3257,1,0.0452,-668,668
2683,3973,1,0.01308,-2404,2404
5044,2226,1,0.03452,-908,908
5044,13574,1,0.15706,-200,200
5044,3257,1,0.10884,-278,278
5044,1690,1,0.10355,-303,303
5044,11788,1,0.04393,-714,714
2226,4867,1,0.03236,-932,932
2226,12783,1,0.11768,-267,267
4867,10061,1,0.09872,-306,306
4867,10061,2,0.13813,-219,219
6791,10139,1,0.0452,-668,668
6791,3257,1,0.09257,-326,326
6791,1690,1,0.06276,-500,500
6791,10003,1,0.01446,-2086,2086
10139,2535,1,0.05496,-549,549
13085,13574,1,0.08263,-365,365
13085,2535,1,0.16543,-183,183
13574,5266,1,0.11474,-272,272
13574,11932,1,0.17628,-172,172
13574,1690,1,0.09351,-336,336
13574,7868,1,0.01334,-2350,2350
13574,7868,2,0.01334,-2350,2350
5266,263,1,0.02603,-1159,1159
5266,10758,1,0.00162,-19083,19083
5266,10758,2,0.00162,-19083,19083
11932,263,1,0.05805,-540,540
13396,12783,1,0.0863,-364,364
13396,263,1,0.09571,-328,328
12783,3623,1,0.07061,-444,444
12783,1280,1,0.09836,-307,307
8508,3973,1,0.03076,-1024,1024
7720,10885,1,0.00845,-3721,3721
7720,6700,1,0.05722,-550,550
7720,8641,1,0.03646,-863,863
7720,13258,1,0.0101,-3113,3113
3993,7364,1,0.07413,-407,407
3993,11555,1,0.05406,-558,558
9833,8481,1,0.10667,-283,283
9833,8930,1,0.0863,-364,364
11788,8464,1,0.07369,-420,420
13430,8947,1,0.02505,-1235,1235
13430,6786,1,0.13817,-224,224
12288,7255,1,0.08452,-366,366
12288,7172,1,0.04393,-687,687
12288,1551,1,0.07594,-398,398
12288,10601,1,0.00372,-8311,8311
12288,10601,2,0.00372,-8311,8311
7364,5941,1,0.08859,-341,341
6782,12236,1,0.05062,-596,596
8464,13630,1,0.12702,-244,244
12670,13630,1,0.06943,-435,435
12670,6986,1,0.10233,-295,295
7907,11555,1,0.06961,-434,434
11555,6786,1,0.18245,-170,170
11555,6771,1,0.06981,-443,443
11555,1551,1,0.05209,-602,602
11555,1551,2,0.06166,-509,509
5941,7255,1,0.11752,-257,257
8481,8638,1,0.01049,-2876,2876
8481,8638,2,0.01049,-2876,2876
8481,8638,3,0.01049,-2876,2876
8481,7255,1,0.03491,-886,886
8481,7255,2,0.03491,-886,886
8481,13630,1,0.09836,-307,307
8481,13630,2,0.09836,-307,307
8947,7172,1,0.05677,-532,532
8947,6786,1,0.16386,-189,189
8947,10083,1,0.04848,-638,638
10397,6786,1,0.04891,-646,646
10397,13630,1,0.00388,-7970,7970
10397,13630,2,0.00388,-7970,7970
6786,1551,1,0.18228,-170,170
6986,12236,1,0.07087,-426,426
6986,10244,1,0.05297,-570,570
8778,6700,1,0.00958,-3282,3282
8778,3808,1,0.01147,-2746,2746
8778,12251,1,0.00026,-121132,121132
8778,12251,2,0.00026,-121132,121132
8778,3973,1,0.01656,-1899,1899
8778,3841,1,0.00641,-4919,4919
6700,3841,1,0.00444,-7102,7102
6700,1297,1,0.02946,-1068,1068
6700,1297,2,0.02444,-1289,1289
3808,12975,1,0.01197,-2631,2631
3808,5794,1,0.01087,-2893,2893
2776,7815,1,0.05335,-588,588
2776,7815,2,0.05335,-588,588
7117,716,1,0.00242,-12773,12773
7117,716,2,0.00242,-12773,12773
7117,8590,1,0.00204,-15360,15360
7117,8590,2,0.00204,-15360,15360
9735,716,1,0.00663,-4663,4663
9735,716,2,0.00663,-4663,4663
9735,8590,1,0.00356,-8683,8683
9735,8590,2,0.00356,-8683,8683
6152,11207,1,0.03286,-957,957
6152,11207,2,0.03286,-957,957
11427,7357,1,0.06021,-501,501
11427,10988,1,0.07991,-378,378
13613,3920,1,0.0091,-3444,3444
13613,1712,1,0.00164,-18789,18789
13613,5870,1,0.00881,-3570,3570
13613,497,1,0.00785,-3992,3992
13613,10316,1,0.00465,-6765,6765
7402,8046,1,0.00203,-15192,15192
7402,11465,1,0.00304,-10347,10347
2628,8854,1,0.00164,-18789,18789
2628,13347,1,0.00148,-20832,20832
2628,12605,1,0.00216,-14562,14562
2628,4320,1,0.00372,-8450,8450
9429,12605,1,0.00697,-4513,4513
9429,1256,1,0.0016,-19656,19656
3370,11207,1,0.00953,-3244,3244
3370,11207,2,0.00953,-3244,3244
5390,13347,1,0.00268,-11502,11502
5390,11921,1,0.01883,-1665,1665
5390,4320,1,0.00926,-3385,3385
8590,11740,1,0.00161,-19369,19369
8590,11740,2,0.00161,-19369,19369
7773,4408,1,0.00291,-10624,10624
7773,4408,2,0.00291,-10624,10624
11271,3920,1,0.00632,-4975,4975
11271,3920,2,0.00632,-4975,4975
11271,497,1,0.00785,-3992,3992
11921,4320,1,0.0182,-1722,1722
8046,11207,1,0.01836,-1707,1707
8046,13624,1,0.03389,-925,925
12605,4320,1,0.00174,-18068,18068
12605,4320,2,0.00174,-18068,18068
12605,11255,1,0.00537,-5857,5857
4565,5870,1,0.0286,-1081,1081
4565,602,1,0.05656,-547,547
4565,4739,1,0.0024,-13107,13107
8511,7357,1,0.04556,-662,662
8511,4015,1,0.08161,-379,379
12068,4408,1,0.00824,-3752,3752
12068,4408,2,0.00824,-3752,3752
11465,11207,1,0.01569,-1998,1998
11465,13624,1,0.05648,-555,555
11451,7815,1,0.07217,-435,435
11451,4320,1,0.03781,-818,818
7357,10988,1,0.06276,-500,500
7815,4320,1,0.05768,-523,523
7815,13634,1,0.00136,-23121,23121
13413,4408,1,0.01412,-2220,2220
13413,7421,1,0.01085,-2780,2780
5870,13624,1,0.00706,-4439,4439
5870,13624,2,0.00706,-4439,4439
12660,3606,1,0.07413,-407,407
12660,6504,1,0.05272,-595,595
8984,6755,1,0.09203,-328,328
8984,3821,1,0.21081,-144,144
8984,1579,1,0.11173,-270,270
3623,1280,1,0.10414,-290,290
1280,10061,1,0.06182,-507,507
1280,7421,1,0.07051,-428,428
6755,3158,1,0.04249,-710,710
11373,602,1,0.016,-1933,1933
11373,602,2,0.01551,-1994,1994
11373,10909,1,0.07395,-408,408
11373,3606,1,0.02712,-1112,1112
602,10316,1,0.03232,-957,957
3158,10909,1,0.10342,-292,292
10061,6504,1,0.00157,-19959,19959
10244,8181,1,0.18966,-160,160
10244,9548,1,0.0217,-1390,1390
3821,8930,1,0.19613,-160,160
3821,9548,1,0.0217,-1390,1390
10586,1297,1,0.00956,-3289,3289
10586,12110,1,0.00258,-12187,12187
1297,12110,1,0.00843,-3730,3730
1297,10975,1,0.01988,-1585,1585
12110,12975,1,0.01855,-1698,1698
6313,7276,1,0.07865,-384,384
6313,7879,1,0.08316,-377,377
6037,13065,1,0.08841,-342,342
6037,2039,1,0.07684,-393,393
12296,484,1,0.07466,-415,415
4015,10988,1,0.04095,-766,766
4015,6257,1,0.0734,-411,411
4015,2824,1,0.08078,-377,377
8178,484,1,0.08662,-357,357
8178,2567,1,0.07514,-412,412
11777,13065,1,0.0866,-349,349
11777,1722,1,0.02983,-1012,1012
11777,7276,1,0.11264,-268,268
11777,10716,1,0.11077,-283,283
13065,10199,1,0.11173,-270,270
10259,2096,1,0.06219,-485,485
10259,1912,1,0.12132,-249,249
10259,2037,1,0.03923,-799,799
1277,1497,1,0.08888,-348,348
1277,1497,2,0.08888,-348,348
1722,2039,1,0.05695,-530,530
1722,7879,1,0.02306,-1359,1359
2039,2412,1,0.01284,-2349,2349
2039,2188,1,0.03164,-954,954
2039,7879,1,0.02652,-1182,1182
2039,7879,2,0.02652,-1182,1182
2412,5441,1,0.07184,-421,421
2096,2037,1,0.05491,-571,571
2096,10109,1,0.05333,-580,580
2096,10109,2,0.05333,-580,580
2096,52,1,0.14916,-203,203
10988,1098,1,0.04114,-765,765
10988,8050,1,0.02851,-1103,1103
10988,5818,1,0.12815,-242,242
1579,6257,1,0.10034,-301,301
1579,2188,1,0.01989,-1517,1517
6966,1912,1,0.07919,-381,381
6966,12149,1,0.01808,-1669,1669
12718,2567,1,0.02224,-1356,1356
12718,2567,2,0.02224,-1356,1356
7616,7276,1,0.08245,-366,366
7616,9965,1,0.09456,-319,319
1098,8050,1,0.02552,-1232,1232
1497,1912,1,0.05974,-527,527
1497,5818,1,0.09776,-322,322
1497,7594,1,0.01808,-1669,1669
484,5818,1,0.04977,-622,622
484,2567,1,0.03907,-803,803
1912,5818,1,0.04299,-729,729
6257,12149,1,0.07232,-418,418
5818,2567,1,0.07644,-405,405
5818,5441,1,0.12602,-240,240
5818,2824,1,0.06704,-456,456
10975,12144,1,-0.0207,-1526,1526
215,7953,1,0.01526,-2061,2061
215,7953,2,0.01264,-2492,2492
215,2748,1,0.01713,-1836,1836
215,4804,1,0.01663,-1894,1894
7953,2748,1,0.01663,-1894,1894
7953,12144,1,0.02826,-1115,1115
1897,11963,1,0.04122,-732,732
1897,8600,1,0.01808,-1669,1669
11864,9428,1,0.0863,-364,364
11864,1830,1,0.02909,-1063,1063
11864,886,1,0.04236,-740,740
13186,2266,1,0.04032,-749,749
13186,9965,1,0.03508,-860,860
13186,7457,1,0.05424,-557,557
13186,11852,1,0.00036,-83913,83913
12327,12036,1,0.07684,-393,393
12327,12036,2,0.06747,-465,465
12327,12036,3,0.06747,-465,465
12327,2266,1,0.01935,-1559,1559
12327,9965,1,0.02763,-1119,1119
12327,9965,2,0.02763,-1119,1119
12036,12848,1,0.09564,-316,316
12036,12848,2,0.09414,-333,333
12036,12848,3,0.09414,-333,333
11963,8514,1,0.06276,-500,500
11963,3762,1,0.03138,-999,999
11963,11991,1,0.03609,-869,869
10568,2266,1,0.00958,-3149,3149
12848,52,1,0.09637,-313,313
10274,1830,1,0.04686,-660,660
10274,1830,2,0.06276,-500,500
2266,9965,1,0.01483,-2034,2034
2266,1717,1,0.00785,-3992,3992
2266,1717,2,0.00785,-3992,3992
9428,8514,1,0.03978,-759,759
9428,8514,2,0.03571,-866,866
9428,8514,3,0.03571,-866,866
9428,886,1,0.03766,-833,833
9428,11991,1,0.02997,-1046,1046
9428,519,1,0.01266,-2383,2383
8514,1830,1,0.1569,-200,200
8514,11389,1,0.05335,-588,588
9965,8600,1,0.02354,-1332,1332
9965,8600,2,0.02354,-1332,1332
8600,3762,1,0.03609,-869,869
10490,11742,1,0.01349,-2331,2331
10490,10018,1,0.00772,-4085,4085
10490,6028,1,0.07071,-445,445
11742,10018,1,0.00615,-5121,5121
11742,8624,1,0.00615,-5121,5121
11742,10266,1,0.01429,-2200,2200
11742,4116,1,0.01982,-1589,1589
1952,9639,1,0.06527,-463,463
1952,9528,1,0.15549,-194,194
1952,5853,1,0.03074,-982,982
1952,7439,1,0.03474,-890,890
9907,9528,1,0.15612,-201,201
9907,6270,1,0.23323,-130,130
9907,5313,1,0.09414,-333,333
9907,5313,2,0.09414,-333,333
10511,1569,1,0.04299,-720,720
10511,1569,2,0.04299,-720,720
10511,3200,1,0.0097,-3188,3188
1569,12620,1,0.0452,-668,668
1569,10179,1,0.05478,-565,565
1119,2344,1,0.04484,-673,673
1119,2344,2,0.04484,-673,673
2589,2765,1,0.03394,-911,911
2589,2765,2,0.03394,-911,911
2589,2344,1,0.07774,-388,388
2589,10807,1,0.0669,-451,451
2765,13534,1,0.09696,-319,319
2765,452,1,0.07272,-426,426
2765,9684,1,0.14059,-220,220
2765,4017,1,0.0522,-593,593
2765,4017,2,0.0522,-593,593
2765,11062,1,0.08403,-368,368
2765,8165,1,0.03878,-798,798
10781,10820,1,0.0905,-342,342
10781,10820,2,0.0905,-342,342
3024,12103,1,0.01266,-2383,2383
3024,9684,1,0.02747,-1126,1126
3024,12067,1,0.0461,-655,655
3024,7829,1,0.08136,-371,371
12103,11148,1,0.08498,-355,355
12103,9684,1,0.02812,-1100,1100
12103,2344,1,0.09582,-315,315
12103,8321,1,0.06276,-500,500
12103,8165,1,0.08242,-376,376
6528,7827,1,0.02715,-1139,1139
6528,11160,1,0.07353,-421,421
6528,11160,2,0.07353,-421,421
6528,9684,1,0.02521,-1227,1227
6528,9684,2,0.02521,-1227,1227
6528,10955,1,0.00113,-27344,27344
6528,10955,2,0.00113,-27344,27344
6528,12957,1,0.04573,-677,677
6528,13168,1,0.07232,-418,418
6528,12935,1,0.05424,-557,557
10457,9528,1,0.10034,-301,301
10457,5853,1,0.03717,-832,832
10457,5853,2,0.03717,-832,832
10457,10582,1,0.03232,-957,957
10457,10582,2,0.03232,-957,957
10457,7439,1,0.06173,-501,501
6042,10179,1,0.05721,-541,541
6042,10179,2,0.05721,-541,541
6042,2344,1,0.01584,-1952,1952
