bus,demand
8183,225.2
8184,38.04
8186,0.181549
8187,301.716
8188,6.51
8189,158.3
8192,513.4
8194,152.7
8196,13.72
8198,-4.43
8204,105.5
8207,27.46
8208,50.56
8209,29.13
8210,21.12
8211,25.03
8213,1.38
8216,64.33
8225,72.78
8226,61.67
8228,45.05
8229,26.5112
8230,0.181156
8231,6.31
8233,55.7
8236,45.05
8237,96.59
8238,-0.14
8239,-0.21
8240,198.942
8243,0.125321
8244,-27.43
8245,30.03
8247,185.7
8249,0.077486
8251,124.8
8252,75.2
8254,89.9366
8255,64.27
8256,0.040084
8257,25.03
8258,43.25
8259,139.7
8260,80.6247
8262,54.96
8263,6.21
8264,43.5283
8265,25.13
8266,77.929
8267,153.5
8268,198.1
8272,34.74
8273,52.26
8277,14.12
8280,41.8
8282,195.1
8283,0.468397
8286,40.24
8287,23.5108
8288,131.6
8289,3.7
8291,11.81
8293,31.94
8294,20.9
8296,29.03
8297,119.6
8298,0.037238
8300,32.24
8303,30.5
8304,0.4
8306,352.6
8309,183.07
8310,20.72
8311,15.52
8312,89.51
8314,0.056559
8318,337.6
8322,141.2
8324,20.12
8325,19.42
8327,0.549772
8328,42.45
8329,4.61
8333,37.14
8335,34.9
8336,161.3
8337,31.7694
8341,38.64
8347,13.72
8348,71.98
8349,371.2
8353,-928
8355,174.177
8356,175.6
8358,52.96
8361,222.6
8363,16.7
8364,210.7
8366,0.446415
8374,99.4
8375,9.8
8376,176.4
8383,190.5
8384,38.34
8392,30.03
8395,222.7
8404,1.04496
8406,69.08
8408,54.2
8410,43.4071
8411,12.6
8414,4.4
8418,40.95
8419,6.11
8422,124.6
8429,12.6
8437,167.6
8438,15.82
8446,-7.91
8448,0.248071
8450,32.0596
8452,50.46
8454,0.173635
8460,190.816
8461,5.21
8463,13.01
8464,7
8466,343.1
8467,72
8469,96.87
8472,145.929
8475,1.18806
8477,0.697821
8478,-0.18
8480,-91.4483
8481,50.2
8482,87.7
8484,0.02947
8486,155.5
8487,53.86
8489,183.1
8492,-46.15
8494,-4.73
8496,244.09
8498,222
8500,0.079222
8505,0.460713
8506,26.93
8507,23.7
8508,129.4
8509,5.30214
8510,49.4824
8511,47.3
8512,20.52
8514,0.9
8517,122.5
8518,18.42
8520,0.47104
8521,106.138
8522,78.39
8525,2.2
8527,18.52
8529,0.03816
8536,19.82
8540,20.72
8541,10.01
8542,55.26
8543,145.7
8553,28.83
8554,177.5
8557,39.898
8558,2
8560,56.53
8565,38.54
8572,0.03922
8574,0.056963
8575,25.8165
8579,0.078399
8580,22.4
8584,27.9
8586,14.02
8587,26.03
8588,0.116781
8590,106.6
8592,0.040225
8594,16.72
8596,7.21
8600,64.4
8601,196.3
8602,33.24
8603,0.1
8605,186.1
8606,17.52
8608,181.9
8611,42.55
8614,25.63
8615,80.99
8616,94.1
8618,-57.59
8619,61.67
8620,73.83
8625,26.4494
8626,74.08
8627,29.03
8633,41.8
8636,53.06
8638,22.3
8640,78.49
8646,-88.2709
8652,114.42
8653,0.038809
8657,5.21
8659,15.12
8660,71.88
8663,57.06
8664,160.7
8666,26.03
8669,40.34
8670,-7.97
8672,106.7
8673,80.1291
8676,208.06
8677,209.8
8678,160
8681,113.5
8682,64.27
8684,43.2894
8685,144.5
8688,62.57
8690,89.8392
8691,99.5
8692,24.4679
8693,22.2397
8694,148.2
8695,0.076637
8697,0.038657
8699,0.228692
8700,3.5
8703,17.12
8705,90.5
8710,157.74
8715,199.658
8718,24.04
8720,83.1
8722,242.113
8723,408.9
8727,18.52
8728,48.8
8729,42.2631
8730,25.83
8736,36.04
8737,0.495152
8739,4.61
8742,7.01
8749,6.85636
8750,191.96
8752,20.82
8756,11.41
8757,-8.81
8758,0.341219
8760,2.86956
8761,105.8
8762,0.04
8766,92.1
8769,27.53
8777,0.1
8780,9.01
8782,-0.16
8784,61.27
8786,23.03
8787,48.8
8790,23.0889
8795,22.32
8796,-18.52
8798,21.62
8799,43.55
8800,165.9
8801,-57.46
8804,20.02
8805,49.76
8808,117.5
8811,-0.2
8812,61.1556
8813,79.49
8814,6.61
8818,5.61
8821,412.1
8822,4.11
8823,19.32
8826,47.65
8828,35.14
8831,15.02
8832,13.31
8833,61.36
8835,25.73
8848,0.304178
8849,-14.58
8850,-20.82
8853,47.6
8854,27.9
8855,2.7
8858,1.8
8863,160.2
8865,0.361
8868,5.81
8869,6.01
8870,111.5
8871,0.072134
8875,133.2
8877,27.9
8878,353.039
8879,26.23
8880,0.0392
8883,2.32007
8891,0.135493
8895,0.3
8915,93.12
8917,0.059132
8918,1.3
8919,0.819605
8920,128.6
8923,176.75
8924,78.59
8925,13.9
8926,45.28
8928,10.11
8929,18.8669
8930,55.7
8931,0.118007
8934,82.55
8935,221.25
8936,0.038332
8940,16.12
8946,3.7
8947,55.8
8948,21.32
8950,118.4
8951,-0.2
8957,60.57
8959,0.242897
8960,0.038985
8968,0.495568
8970,60.67
8971,109
8972,42.55
8973,2.2
8974,58.8
8978,162.02
8979,76.89
8981,11.51
8982,205.3
8983,116.2
8984,39
8985,0.009936
8986,15.9764
8989,8.71
8990,39.04
8991,15.32
8992,60.67
8996,67.98
8998,95.9
9001,160.2
9002,0.25
9004,81.09
9006,4.71298
9007,119.1
9008,383.6
9009,2.33221
9013,5.94804
9015,67.28
9017,152.6
9018,0.039334
9019,124.839
9022,45.75
9023,-6.31
9025,289.1
9027,16.72
9029,18.42
9030,91
9031,4.33881
9036,223.5
9037,0.05792
9038,21.02
9039,59.37
9042,63.07
9043,0.361
9044,209.9
9046,-2.91
9048,165.4
9050,-218.3
9052,19.32
9053,2.6
9055,17.52
9057,126.7
9058,154.2
9059,-4.82
9062,74.98
9063,83.79
9065,14.02
9066,0.559639
9068,-7.62
9069,0.36128
9070,253.2
9071,48.8
9072,117
9076,7.61
9078,13.72
9080,88.8
9083,231.9
9085,-11.6966
9091,88
9092,26.9
9093,26.43
9097,49.25
9098,0.680765
9099,227.6
9100,16.51
9101,70.6694
9103,85.33
9112,0.058041
9114,88.41
9116,0.27075
9119,-0.6
9122,380.53
9124,164.7
9125,128.8
9127,-0.01
9128,0.16245
9130,11.61
9131,8.91
9132,47.55
9133,198.4
9134,45.05
9135,12.81
9139,46.56
9140,83.19
9143,91.3
9145,112.17
9150,3.7
9153,125.9
9154,12.11
9155,18.62
9156,441.2
9157,122.8
9158,2.3
9159,153.7
9160,15.22
9161,77.5294
9162,28.4936
9163,52.9
9165,-0.28
9170,100.1
9172,0.05765
9173,19.12
9174,51.96
9175,91.8
9178,0.116795
9181,47.65
9183,0.060538
9185,186.5
9187,90.5
9193,5.28775
9194,20.02
9196,0.274712
9199,84.59
9200,139.1
9201,-0.57
9203,49.96
9205,1.7
9207,127.9
9208,31.33
9211,-4.94
9226,95.71
9234,0.090774
9238,0.135375
9239,0.115496
9242,-0.2
9245,128.8
9249,116.1
9251,13.9
9252,23
9253,9.7
9259,0.180933
9262,0.038902
9263,0.097251
9264,42.75
9266,0.080014
9267,92.76
9268,245.51
9270,0.039331
9271,7.21
9274,279.939
9275,46.55
9276,22.73
9278,149.566
9285,0.171996
9286,32.04
9287,55.46
9289,21.7598
9291,0.6
9295,44.95
9296,430.8
9298,9.05094
9299,74.68
9300,105.5
9302,13.41
9303,24.03
9304,12.94
9307,0.11875
9308,13.31
9309,5.51
9311,105.5
9318,325.081
9319,0.223046
9320,3.33534
9324,251.157
9325,11.61
9326,11.31
9328,118.4
9330,246.2
9331,75.43
9332,0.284218
9333,15.62
9334,159.9
9335,14.31
9336,20.9
9338,0.079833
9339,27.9
9340,22.02
9344,16.52
9353,74.32
9355,80.09
9356,278.138
9358,11.61
9360,154.7
9361,4
9363,-15.7842
9365,44.05
9367,62.7
9368,7.91
9372,76.48
9373,2.5
9375,16.42
9380,126.9
9381,10.44
9382,57.86
9385,39.64
9386,36.34
9388,170.4
9390,-119.508
9391,67.67
9394,43.75
9396,246.9
9397,0.674563
9398,70.08
9400,5.11
9401,174.3
9402,17.25
9404,-0.18
9406,-13.26
9407,10.21
9409,83.19
9410,93.1
9411,0.098479
9414,1.4
9415,0.223468
9419,70.4929
9420,28.63
9424,-85.69
9426,-23.09
9428,47
9429,59.9
9430,163.3
9431,43.95
9432,193.8
9433,1
9434,77.19
9435,54.96
9436,27.13
9437,127.14
9445,8.31
9447,20.52
9448,159.4
9449,-9.78
9450,0.056243
9451,0.119552
9452,-0.01
9453,71.68
9454,0.060112
9455,22.23
9456,11.1
9458,9.41
9459,3.2
9460,1.83
9462,25
9468,0.249386
9469,200.4
9484,141.2
9487,5.6539
9488,0.090774
9490,3.75773
9491,2.82415
9492,0.713731
9493,0.057981
9494,18.36
9496,-0.12
9497,84.59
9499,174.6
9500,0.297804
9501,9.51
9503,0.9
9506,-51.7794
9510,25.13
9511,0.104186
9516,4.64857
9517,13.21
9518,-0.19
9519,49.3474
9524,0.26929
9526,41.31
9528,41.8
9529,141.5
9532,88.2
9533,20.02
9534,68.4785
9535,13.92
9536,-0.18
9537,20.32
9538,0.133519
9539,-14.73
9541,-0.19
9543,10.0031
9545,30.43
9546,24.83
9555,100.1
9557,-3.51
9558,446.5
9559,42.85
9561,120.69
9562,37.6
9564,27.9
9565,34.9
9566,20.72
9567,349.433
9568,68.48
9569,0.9
9571,27.43
9572,33.24
9575,4.91
9576,92.4
9577,1.1
9578,26.33
9580,7.61
9582,75.8587
9583,20.1
9592,-37.81
9594,3.7
9596,105.5
9598,216
9599,9.08
9601,3.7
9603,328.9
9607,43.15
9608,43.15
9610,-15.12
9615,114.8
9624,51.76
9625,35.34
9626,15.14
9630,8.91
9631,26.63
9632,-6.84
9633,153.8
9636,-22.1741
9637,24.73
9641,124.8
9643,9.84219
9644,1.3
9646,0.050928
9647,8.81
9648,109.1
9649,52.36
9650,16.52
9651,10.61
9652,69.98
9653,25.83
9654,77.58
9658,174
9660,15.22
9661,137.4
9664,65.8286
9665,483.8
9666,14.02
9668,76.6
9669,41.14
9671,13.31
9675,69.7
9676,60.7
9680,-7.50056
9684,62.7
9685,-37.33
9686,18.82
9688,0.019638
9689,0.058048
9691,35.04
9692,62.63
9694,143.8
9701,16.9858
9703,0.224628
9704,117.6
9709,61.65
9710,176.7
9711,20.9
9712,0.039696
9714,4.81
9717,27.63
9718,38.04
9719,21.72
9720,48.8
9721,-5.92
9724,15.32
9725,4.61
9726,-9.32
9727,0.060179
9729,31.3001
9731,0.197132
9733,29.73
9734,199.6
9735,48.8
9736,0.060423
9737,-0.2
9739,74.58
9741,0.090774
9743,10.31
9745,261.7
9746,132.9
9749,207.801
9752,406.3
9755,40.5
9760,0.153311
9765,20.02
9768,85.9
9770,109.5
9773,0.048383
9776,66.67
9779,70.68
9784,-7.1
9787,42.55
9788,10.33
9791,45.95
9794,219.6
9795,309
9799,54.93
9800,12.6
9801,11.91
9803,115.6
9805,0.212252
9806,89.2
9807,0.1
9810,119.5
9811,46.08
9812,12.01
9814,12.11
9816,7.61
9817,72.48
9819,15.6
9820,0.019675
9822,-20.82
9823,139.8
9824,61.07
9825,-1.6
9826,32.54
9827,18.02
9828,0.13
9829,24.03
9831,715.819
9833,4.2
9834,0.27075
9837,-6.71
9838,24.38
9839,166.4
9841,0.536088
9843,-4.91
9845,0.039558
9847,78.99
9849,244.12
9854,27.9
9858,5.91
9859,267.1
9861,6.81
9863,0.039649
9865,18.42
9868,53.66
9872,34.35
9874,207.2
9876,0.009917
9877,12.61
9882,8.3
9883,27.53
9886,99
9888,60.27
9892,61.37
9894,34.14
9895,294.246
9898,-1377.93
9899,0.235946
9903,74.68
9904,0.018975
9907,18.2
9908,140.1
9910,11.91
9915,-6.77
9916,0.057943
9917,50.96
9919,154.9
9920,46.35
9921,43.35
9924,79.49
9925,-73.98
9931,45.45
9934,253.4
9935,4.81
9936,4.2
9939,55.76
9941,8.91
9942,135.84
9944,270.14
9945,76.79
9947,20.02
9948,0.613242
9949,47.35
9950,55.7
9954,32.24
9955,59.5484
9956,106
9965,162.7
9966,0.198354
9967,36.84
9968,68.78
9970,326.9
9971,55.46
9973,46.2
9980,-0.12
9981,0.243713
9982,3.8
9983,-0.15
9985,13.94
9986,184.89
9987,47.75
9988,0.346595
9989,78.74
9991,122.8
9992,98
9993,252.9
9994,29.09
9998,0.059401
10000,1.21164
10002,50.46
10005,0.11
10008,372.421
10009,71.08
10013,-16.82
10014,16.52
10015,86.2
10019,1.9
10020,118.439
10024,43.1892
10026,0.039254
10028,6.41
10029,1.2
10031,37.87
10032,54.9
10039,18.92
10040,0.241227
10043,1.8
10044,0.048779
10045,161.28
10046,25.23
10047,63.87
10049,11.41
10051,67.47
10053,-0.12
10054,25.73
10055,119.3
10058,109.196
10059,-12.49
10062,135.61
10063,-53.06
10066,83.6
10069,182.5
10070,8.31
10071,176.8
10072,31.03
10079,8.01
10081,-37.84
10082,0.3
10083,20
10087,115.2
10088,-9.86
10090,122.5
10091,0.200856
10093,25.23
10095,18.72
10098,18.41
10099,0.110962
10103,11.71
10106,6.71
10108,21.62
10109,52.9
10112,113.6
10113,33.34
10118,0.079002
10119,-10.36
10121,47.3
10123,-92.2
10124,0.117756
10125,20.9
10126,117
10127,136.1
10128,76.4191
10130,160.933
10131,67.5143
10136,3.2
10137,30.83
10139,43.7
10140,347.655
10146,56.66
10147,0.2
10149,0.237121
10150,35.44
10153,22.8
10154,18.72
10157,61.77
10159,18.12
10161,334.1
10162,86.49
10163,27.86
10166,5.04
10167,20.02
10169,389.8
10170,56.56
10176,137.7
10179,94.4
10180,0.232388
10182,0.03892
10187,83.36
10188,92.1
10190,0.6
10191,36.04
10193,16.22
10196,53.06
10199,19.4
10203,195.5
10204,89.1599
10205,88.2709
10207,125.2
10209,112.1
10213,13.31
10215,36.24
10216,89.7
10217,63.97
10219,5.52338
10225,190.3
10226,30.04
10227,86.72
10228,2.3
10230,51.16
10231,2.9
10233,23.43
10234,10.01
10240,0.386669
10243,4.2
10244,73.7
10245,84.59
10247,22.42
10248,18.5
10255,8.31
10256,0.149251
10258,52.56
10259,126.3
10260,226.8
10261,14.92
10265,235.82
10271,0.297126
10272,2.4034
10273,24.63
10274,19.4
10278,16.9258
10280,0.379382
10282,0.038829
10286,19.52
10288,324.9
10289,21.82
10290,13
10291,-175.8
10292,220.98
10293,6.91
10294,0.042333
10296,1.9
10299,17.22
10300,12.91
10301,0.058249
10303,120
10305,18.12
10306,32.14
10307,129.7
10308,125.2
10309,42.3112
10310,20.82
10312,0.038703
10319,-20.12
10320,0.276841
10322,110.383
10323,0.176283
10325,41.25
10326,6.31
10327,32.74
10331,142.9
10332,708.675
10333,80.19
10334,62.67
10335,0.05667
10338,25.5635
10340,62.2001
10342,18.82
10344,-13.82
10346,7.61
10349,152.2
10350,76.6
10353,236.6
10354,0.172197
10356,10.81
10358,88.5648
10360,220.638
10366,296.1
10367,0.116788
10369,22.3
10372,109.5
10379,102
10380,35.94
10381,4.61
10382,0.203413
10385,20.02
10391,316.243
10392,282.5
10394,-8.77605
10396,0.1
10398,301.657
10399,142.8
10400,117.876
10403,31.94
10407,7.51
10411,149.53
10412,3.8
10414,29.43
10416,-38.01
10421,5.71
10431,33.34
10440,0.9
10444,102.3
10446,0.365093
10449,29.23
10450,244.722
10451,150.2
10454,0.094706
10455,99.4
10457,51
10458,64.2
10459,32.34
10463,8.48
10464,46.75
10467,293
10471,6.01
10478,89.8
10481,73.58
10482,-8.01
10485,117.619
10491,0.57356
10493,122.8
10498,34.7992
10499,64.47
10500,35.84
10502,0.037175
10503,-1083.9
10504,0.1
10511,51.7
10513,77.91
10515,27.6599
10517,10.21
10519,44.05
10523,0.240143
10524,1
10525,290.8
10526,1.06422
10528,16.7
10529,-18.52
10531,4.75
10532,10.81
10533,7.21
10536,0.234325
10541,11.2
10545,456.6
10546,99.9
10547,72.68
10548,0.08
10550,32.1
10551,6.31
10552,22.0202
10559,-241.32
10560,48.05
10561,8.3
10562,25.23
10563,86.7
10565,134.05
10566,6.61
10568,20.9
10569,0.226098
10570,19.22
10574,89.7
10577,17.72
10578,0.572933
10584,0.181549
10585,144
10587,3.51098
10592,-0.18
10593,0.099501
10595,7.61
10597,388.7
10601,106
10602,34.14
10604,11.21
10606,27.93
10607,3.4
10609,16.7
10611,7.61
10614,7.41
10618,233.2
10620,37.94
10624,220.8
10628,101.6
10630,398.596
10631,-8.15
10632,118.267
10634,3.8
10636,82.39
10637,0.019449
10638,96.7
10641,185
10644,7.61
10651,0.506185
10654,0.090774
10655,18.62
10661,79.39
10664,0.223135
10665,18.12
10666,7.41
10667,181.1
10673,46.8
10679,11.91
10682,3.4
10684,25.83
10688,11.71
10689,114.739
10691,2.7
10692,41.85
10695,36.84
10697,97.41
10698,0.135375
10702,36.04
10704,3.04377
10705,0.4
10706,82.89
10709,215.164
10711,256
10714,102.6
10716,11.8
10718,0.12635
10723,29.53
10725,49.008
10727,210.9
10731,132
10732,36.94
10733,18.22
10736,69.7
10737,35.0183
10740,120.6
10741,0.038738
10744,0.205481
10745,0.019259
10746,258.79
10749,25.13
10751,45.75
10761,5.51
10766,23.83
10767,37.44
10768,169
10770,31.03
10774,264.33
10777,16.7
10779,16.52
10780,75.56
10782,87.5
10787,127.3
10789,110.1
10790,26.33
10791,12.71
10792,-40.95
10793,0.077725
10794,88.2
10796,223.31
10797,208.9
10798,0.23465
10799,6.31
10800,70.48
10802,1.5
10807,50.3
10810,34.9
10812,10.01
10815,-0.2
10816,53.06
10817,22.02
10820,41.5
10821,105.67
10824,0.059551
10826,38.3527
10834,16.62
10837,142
10838,153.3
10839,55.66
10843,41.45
10844,100.3
10846,168.9
10848,30.03
10849,187.459
10850,0.179185
10853,59.67
10854,19.02
10856,94.5
10857,46.35
10859,50.2358
10861,0.156722
10866,33.64
10867,23.43
10868,16.22
10869,0.150434
10870,106.4
10871,0.178911
10872,18.02
10873,415.5
10874,168.3
10875,8.11
10876,-23.83
10877,65.67
10879,123.1
10880,4.2
10882,1.8
10883,411.3
10886,162.5
10888,0.526584
10889,0.039495
10890,116.8
10895,18.32
10896,121.3
10897,12.71
10900,5.44
10904,111.9
10906,0.030087
10909,34.9
10911,15.96
10912,108.8
10914,227.49
10915,49.45
10916,223.1
10919,0.135493
10920,9.01
10921,96.2
10923,-7.41
10925,10.11
10929,178.7
10931,45.4892
10933,227.613
10934,-11.14
10936,15.72
10937,1.5
10939,13.72
10941,-18.95
10943,251.47
10944,0.061301
10947,6.41
10948,59.67
10949,67.07
10950,47.95
10952,4.5
10953,-0.18
10957,-1308.81
10958,0.4
10959,44.35
10960,4.41
10962,0.2
10964,70.08
10965,198.712
10969,-6.79
10970,139.4
10972,10.11
10974,4.4
10975,160.9
10976,100.722
10979,136.2
10980,-2.3
10981,0.009549
10988,22.3
10989,4
10990,56.26
10991,-10.06
10992,46.35
10993,0.1
10997,1.4
10999,0.090774
11000,3.8
11001,9.01
11002,-14.89
11003,97.97
11004,0.49396
11006,62.7
11007,0.15
11008,0.07
11009,107.2
11011,-8.66
11012,-49.1924
11013,125.4
11014,211
11018,26.23
11019,13.82
11021,43.15
11022,20.62
11027,130.5
11029,40.85
11031,186.8
11033,346.42
11035,72.48
11036,29.65
11040,281.3
11041,20.92
11043,101.48
11046,159.98
11050,34.44
11052,90.5
11053,8.98
11054,34.64
11056,218
11057,23.03
11058,531.7
11062,13.9
11063,0.058317
11069,126.6
11072,29.03
11075,45.95
11077,136.9
11079,32.1
11080,300.139
11081,5.01
11082,127.6
11091,10.11
11092,50.26
11094,-0.66
11097,11.21
11098,-0.2
11100,58.77
11101,116.5
11103,30.43
11105,16.42
11112,18.02
11113,0.5
11116,119
11123,119.7
11126,5.51
11127,87
11134,13.2441
11135,8.31
11136,24.03
11139,26.82
11140,115.4
11147,6.31
11148,41.8
11149,70.48
11151,9.51679
11153,0.078682
11156,124.867
11160,90.5
11161,32.74
11162,164.41
11163,78.89
11164,0.058918
11165,0.165195
11168,10.4009
11171,91.6
11173,5.5
11178,-12.61
11179,0.29
11180,434.686
11181,110.14
11182,68.78
11183,0.494726
11186,90.3
11187,124.1
11188,109.1
11192,14.92
11199,29.13
11200,20.62
11202,61.97
11205,255.3
11206,33.94
11207,41.8
11208,117
11209,0.179063
11210,0.216888
11213,142.379
11215,0.090774
11216,0.11613
11217,4.81
11218,-0.21
11222,37.14
11223,256.8
11224,16.52
11228,93.4
11232,42.66
11243,67.07
11245,63.1099
11248,20.82
11249,0.24033
11253,66.07
11254,0.037655
11258,-17.32
11260,37.1362
11267,49.45
11269,90.24
11270,12.71
11271,95.6
11275,0.160142
11277,25.13
11278,-14.96
11280,10.91
11282,18.9
11283,0.13352
11287,66.17
11290,11.91
11292,51.96
11295,48.65
11297,131.34
11298,0.2
11300,2.2
11301,60.07
11302,126.2
11304,27.93
11306,15.12
11314,85.9
11316,0.243444
11318,70.78
11319,140.6
11320,17.02
11321,28.63
11322,220.2
11323,39.64
11324,65.98
11326,46.05
11331,20.82
11335,137
11337,7
11338,65.57
11341,35.7783
11342,31.84
11349,0.162749
11354,24.23
11356,58.5
11358,122.7
11359,10.9
11366,15.9
11371,524.5
11373,76.6
11374,2.2
11375,8.03
11376,17.52
11378,0.212593
11379,0.818168
11380,10.61
11381,0.059523
11382,0.30117
11385,11.01
11386,78.89
11388,11.91
11389,3.4
11390,47.15
11394,48.15
11395,223.6
11396,12.6
11398,27.23
11399,170.89
11400,1.0515
11402,153
11404,7.61
11405,124.5
11413,0.11
11415,26.13
11417,0.115837
11420,30.03
11423,0.1
11426,7.81
11427,97.5
11429,12.91
11430,139.9
11431,0.039069
11433,9.66886
11435,23.93
11436,12.432
11437,15.22
11442,1.13967
11443,169.5
11444,-9.31
11446,115.1
11448,209.1
11449,22.83
11450,1.8
11451,34.9
11453,149.1
11460,584.3
11465,77.7
11466,0.039875
11468,12.3433
11469,127.2
11470,179
11488,37.214
11489,32.44
11490,137.301
11491,0.090774
11493,-3.2
11494,0.135493
11495,52.76
11501,193.42
11503,134.7
11505,110.417
11508,0.009953
11512,10.11
11513,0.215164
11514,-9.78
11516,8.71
11517,0.101122
11518,0.457081
11522,185.8
11535,12.6
11538,-3.53
11540,40.65
11541,316.74
11547,0.463131
11550,258.3
11553,11.41
11554,39.14
11555,229.3
11556,88.5
11557,2.8
11561,-0.220582
11563,17.02
11565,254
11571,0.3
11572,73.58
11573,0.295058
11576,47.55
11582,142.4
11583,162.5
11585,41.88
11589,0.090774
11590,125.319
11591,427.9
11592,36.94
11594,9.7
11595,338.7
11596,0.15322
11597,3.2
11601,52.46
11609,9.21
11610,30.35
11612,7
11614,77.2
11627,-0.18
11628,35.14
11636,160.3
11637,38.15
11639,0.12
11642,88.4
11644,0.3
11645,36.84
11646,60.07
11650,0.232942
11651,17.52
11653,-0.67
11655,285.2
11657,2.02977
11658,-14.91
11659,8.8061
11661,115.8
11662,56.06
11663,106.8
11671,0.361295
11673,-35.74
11674,100.9
11675,38.44
11678,17.92
11679,0.181549
11682,0.090774
11684,125.4
11685,156
11688,489.055
11696,111.6
11697,5.11
11702,0.34087
11703,443.8
11706,3.3
11712,21.72
11718,69.48
11719,0.2527
11720,30.03
11722,237.9
11724,-0.2
11725,115.7
11726,234
11730,33.14
11731,110.2
11732,217.7
11733,0.12
11734,-1272.84
11735,255.499
11737,233.5
11738,35.14
11739,4.61
11740,120.1
11743,62.7
11747,12.61
11750,400.977
11751,18.22
11753,11.91
11767,0.458938
11772,135.7
11775,14.92
11776,81.99
11777,13.9
11779,3.2
11782,36.84
11784,40.04
11785,149.63
11787,28.53
11788,16.7
11791,9.41
11794,1.8
11795,14.22
11800,11.41
11801,76.88
11808,8.31
11809,156.6
11812,254.9
11821,12.91
11827,-0.17
11828,83.99
11830,37.8791
11832,12.11
11833,27.9
11834,70.38
11835,93.8
11837,123.879
11839,0.348979
11840,-880.44
11841,3.30987
11843,25
11846,42.35
11847,19.02
11848,53.56
11855,28.63
11857,14.32
11858,69.18
11860,170.8
11862,-19.32
11864,36.9
11865,135.2
11866,56.76
11868,41.75
11870,174.2
11871,3.8
11874,68.48
11876,14.2
11877,6.21
11878,44.6698
11879,130
11881,6.91
11882,35.94
11883,-0.67
11884,92.9
11885,35.14
11888,1.05234
11890,9.7
11896,316.1
11901,0.469372
11902,0.22542
11904,0.229027
11906,2.73831
11907,13.21
11908,0.096728
11910,132.1
11911,25
11915,82.1
11921,59.9
11923,68.18
11925,71.98
11926,35.84
11930,87.9
11931,59.3092
11932,56.7
11936,19.02
11937,200.6
11938,74.6854
11939,29.23
11940,111.1
11941,0.038239
11944,164.4
11947,-0.01
11948,80.49
11951,0.170749
11954,8.91
11957,34.44
11960,19.4
11961,0.039166
11963,47.4
11964,67.6
11966,242.4
11971,10.01
11972,16.7
11973,56.26
11974,11.01
11977,169.93
11983,303.5
11984,3.8
11985,27.53
11989,111.36
11991,35.1
11994,21.52
11997,125.3
11998,0.113823
12002,0.233623
12003,0.097109
12004,2.5075
12006,-34.04
12008,76.59
12012,0.099501
12015,0.090774
12019,31.63
12023,-12.15
12026,23.03
12028,2.8
12029,0.706809
12030,22.12
12032,13.11
12033,10.81
12034,26.93
12036,41.8
12038,0.189785
12040,72.38
12041,0.211407
12043,73.58
12047,0.150629
12048,99.6
12051,55.2564
12052,120.2
12053,-0.2
12056,2
12058,0.563882
12059,-0.18
12061,20.2
12062,-134.35
12063,165.9
12064,169.6
12066,0.18
12067,11.8
12068,202
12077,3.8
12078,83.39
12079,8.46291
12081,0.038816
12082,207.9
12083,2.5
12086,5.64904
12087,63.77
12090,5.31
12094,0.041633
12098,135.7
12100,92.9527
12101,0.019665
12103,65.5
12104,26.33
12107,12.11
12109,102.8
12112,131.9
12115,1.9
12118,118.1
12119,370.2
12125,5.11
12128,44.75
12130,69.28
12141,216.8
12142,0.710082
12143,0.633255
12145,24.12
12146,196.1
12147,9.61
12148,3.23658
12150,39.04
12151,-0.24
12154,19.4
12156,69.38
12157,7
12158,255.9
12161,1.14765
12162,316.7
12174,15.62
12176,120.6
12177,21.82
12179,15.62
12180,107.9
12181,40.05
12182,-37.7435
12184,57.66
12185,0.059718
12187,114.42
12188,14.32
12190,9.41
12198,-0.12
12203,16.02
12205,-29.84
12209,394.643
12210,112.7
12212,82.99
12213,5.01
12220,31.03
12225,59.67
12226,13.92
12229,0.361302
12231,99.3
12235,33.44
12236,11.2
12237,10.31
12238,43.4696
12239,86.7
12241,1.37397
12242,26.73
12247,13.92
12249,19.32
12250,0.531454
12254,18.02
12256,313.75
12257,74.78
12258,0.278602
12261,41.45
12264,82.39
12265,0.057346
12267,89.44
12268,8.91
12270,145.2
12271,174.937
12273,637.92
12274,257.871
12284,29.8279
12288,133.7
12289,74.18
12290,44.05
12292,12.6
12293,19.2
12294,80.29
12295,29.83
12296,19.4
12297,2.5
12298,0.12
12299,192.14
12300,191.2
12301,14.86
12305,155.1
12312,50.96
12313,0.135493
12314,2.9
12315,27.9
12316,2.8
12320,126.54
12322,0.213044
12324,6.31
12326,12.01
12327,69.7
12328,66.4
12329,77.99
12335,81.19
12339,0.223313
12340,14.72
12343,216.3
12344,15.02
12345,0.318467
12349,61.0466
12350,0.019758
12355,0.310722
12356,60.2
12360,231.2
12361,115.03
12362,97.0459
12363,213.6
12364,286.768
12365,107.9
12366,4.2
12368,100.8
12370,70.88
12371,33.7795
12372,58.26
12374,8.21
12377,18.4586
12378,79.39
12379,15.82
12384,101.9
12385,40.75
12389,64.57
12392,2.8
12394,33.84
12395,0.233802
12396,-7.81776
12397,169.939
12399,41.0695
12402,18.52
12403,29.13
12404,11.01
12405,0.168001
12406,0.056554
12407,188.2
12408,68.6
12409,19.72
12413,0.037576
12418,15.12
12420,50.2
12422,-0.19
12423,374.859
12424,133
12426,8.81
12427,35.04
12432,0.343783
